Cod_IBGE;Mortalidade_infantil;IDHM_Educacao;Densidade_demográfica;Renda_per_capita;Grau_de_Urbanizacao;Indice_de_Gini;Esgoto_Sanitario;Estab_por_mil_Hab;Doses_Aplicadas_mil_Hab;Razao_Medico_mil_Hab;den_binned
3541802;19,61;0,681;14,5;459,36;89,94;0,43;99,07;0,609942056;520,2805733;0,984600843;2
3541901;9,01;0,687;53,81;471,53;82,02;0,471;71,79;0,869977855;234,024043;1,265422335;2
3542008;23,53;0,703;20,81;512,96;92,45;0,432;96,98;3,846153846;592,4615385;0,461538462;2
3542107;9,26;0,696;74,61;593,33;90,12;0,402;97,83;0,445632799;241,7557932;0,334224599;2
3542206;22,96;0,683;18,71;598,42;91,82;0,469;98,45;2,599923736;520,0887441;0,831975595;2
3542305;20;0,56;12,45;392,3;72,27;0,472;51,85;1,303101381;464,4253323;1,563721658;2
3542404;4,03;0,752;76,96;642,12;93,9;0,467;97,34;1,693089118;568,7240265;0,718280232;2
3542503;15,38;0,66;23,44;439,88;59,57;0,408;95,31;1,108801109;553,2917533;0,415800416;2
3542602;6,31;0,702;77,99;579,64;88,77;0,534;84,52;2,065810831;608,3997344;2,065810831;2
3542701;17,54;0,639;30,9;446,72;82,42;0,392;99,02;0,533831576;528,3598025;0,400373682;2
3542800;63,83;0,673;9,95;367,88;45,74;0,477;32,65;1,233806292;846,3911166;0,616903146;1
3542909;14,18;0,625;28,03;590,72;94,64;0,463;98,85;1,851994753;274,8668879;0,231499344;2
3543006;33,71;0,553;23,58;286,52;59,33;0,481;86,11;0,565450947;756,1775516;0,339270568;2
3543105;30,3;0,642;31,81;518,14;82,76;0,422;97,36;1,072041166;519,7255575;1,072041166;2
3543204;22,22;0,676;22,35;600,6;81,93;0,594;90,82;0,688073394;458,7155963;0,688073394;2
3543238;45,45;0,701;11,33;445,68;88,6;0,379;97,46;0,934142924;347,9682391;0,467071462;2
3543253;11,49;0,676;23,02;372,03;31,7;0,423;94,21;0,399467377;685,885486;0,984600843;2
3543303;9,15;0,76;1245,45;726,35;100;0,475;80,7;0,991863358;260,4397821;1,866048013;3
3543402;9,19;0,739;1080,47;1052,76;99,72;0,546;97,48;3,506991314;515,5423479;4,849534278;3
3543501;15,87;0,577;14,32;366,24;75,5;0,515;89,25;1,226993865;538,6503067;0,175284838;2
3543600;23,26;0,69;22,33;598,17;88,75;0,451;93,14;2,018454441;417,2433679;2,018454441;2
3543709;7,75;0,682;34,11;550,16;82,46;0,447;99,65;1,238567073;466,2728659;0,762195122;2
3543808;28,57;0,644;27,84;539,38;91,67;0,438;96,42;1,028806584;492,5925926;2,160493827;2
3543907;11,81;0,766;414,16;840,39;97,82;0,508;98,99;2,942170447;492,1972845;1,674850407;3
3544004;5,15;0,7;155,42;674,87;97,85;0,459;97,04;2,440725244;550,4125988;0,261506276;3
3544103;8;0,745;1399,14;487,07;100;0,405;61,16;0,381403565;252,348643;0,301108078;4
3544202;9,09;0,629;19,81;451,53;79,11;0,401;98,55;0,962295512;397,515528;0,524888461;2
3544251;13,04;0,728;22,37;593,11;96,37;0,609;96,95;2,175450046;449,7742971;1,957905042;2
3544301;37,59;0,704;81,99;544,65;96;0,436;94,54;1,221574892;204,660778;1,879345988;2
3544400;28,57;0,668;13,23;564,45;60,24;0,367;97,39;1,287830006;732,7752737;0,321957502;2
3544509;43,48;0,726;12,96;551,71;87,69;0,404;75;1,003680161;773,8374038;0,669120107;2
3544608;17,86;0,671;18,31;592,76;91,28;0,413;95,44;0,914411119;265,9107535;0,914411119;2
3544707;38,46;0,677;16,44;497,02;84,21;0,477;99,48;0,846740051;504,2337003;0,423370025;2
3544806;17,24;0,697;20,52;588,93;93,07;0,418;96,6;0,661157025;365,2892562;3,305785124;2
3544905;7,52;0,739;38,88;683,68;94,2;0,44;99,19;3,299183886;435,4054523;1,389130057;2
3545001;5,32;0,69;40,33;511,46;66,36;0,425;85,05;0,950231619;256,0280318;0,475115809;2
3545100;27,03;0,649;30,65;449,61;94,16;0,392;96,69;0,586281024;527,2620676;0,195427008;2
3545159;21,51;0,75;83,08;824,83;83,89;0,395;98,65;0,636132316;583,5877863;0,636132316;2
3545209;7,73;0,751;891,82;753,69;99,3;0,454;94,97;1,638179108;491,7050931;0,875429047;3
3545308;12,94;0,665;161,93;533,06;78,71;0,455;93,3;1,582886733;531,397689;1,062795378;3
3545407;9,17;0,637;49,52;474,21;92,14;0,438;34,38;0,769653656;448,1583288;0,549752611;2
3545506;18,87;0,659;9,44;423,45;80,05;0,434;94,07;0,712419853;379,4823082;0,474946569;1
3545605;10,93;0,702;46,87;705,58;94,61;0,437;98,07;2,417405318;503,626108;0,470051034;2
3545704;46,15;0,665;22,03;624,47;89,16;0,424;97,9;1,234132581;658,3215797;0,352609309;2
3545803;9,95;0,731;713,85;730,23;99,21;0,419;98,58;1,573551617;339,0871281;0,720548889;3
3546009;48,78;0,678;54,32;591,21;88,21;0,478;79,48;0,916848861;492,065731;0,705268355;2
3546108;48,78;0,687;11,53;586,72;80,46;0,456;99,43;1,994017946;1111,665005;0,997008973;2
3546207;30,3;0,679;29,99;893,78;78,13;0,676;98,13;0,919751667;295,470223;0,984600843;2
3546256;66,67;0,686;14,45;557,35;68,8;0,531;97,76;3,370245546;529,6100144;0,962927299;2
3546306;12,69;0,635;116,35;594,72;97,83;0,521;99,74;2,075365413;458,3889235;0,88944232;2
3546405;9,04;0,686;42,77;711,61;93,85;0,464;96,11;3,122966818;503,0795923;1,453047061;2
3546504;16,95;0,699;41,65;581,3;96,22;0,43;99,28;0,542986425;457,3755656;0,542986425;2
3546603;6,9;0,751;156,49;745,67;96,06;0,498;97,98;3,603428126;543,0788209;2,175042202;3
3546702;3,16;0,654;273,66;604,6;98,94;0,386;98,91;1,718278667;394,4022299;0,649127496;3
3546801;9,75;0,689;157,94;543,5;81,17;0,473;68,78;0,562756417;457,8658824;0,962131939;3
3546900;20,2;0,703;57,24;555,76;95,87;0,391;99,96;0,700770848;388,2270498;0,984600843;2
3547007;12,35;0,571;24,44;460,87;90,91;0,475;99,66;1,302719427;559,6808337;0,325679857;2
3547106;27,03;0,699;17,62;505,59;91,43;0,403;77,15;1,777461785;684,6782794;0,984600843;2
3547205;111,11;0,733;11,45;747,3;73,96;0,422;99,76;1,325381047;351,2259775;0,662690524;2
3547304;8,32;0,725;774,93;1507,66;100;0,686;42,6;0,34025425;776,2574928;1,505806041;3
3547403;52,63;0,74;11,91;573,16;78,83;0,39;92,94;1,663893511;641,4309484;0,984600843;2
3547502;20,16;0,686;36,54;765,12;91,96;0,488;98,12;2,880424484;310,6310404;1,212810309;2
3547601;8,2;0,704;91,97;646,64;96,22;0,512;99,21;2,460553039;477,1520075;1,054522731;2
3547650;14,29;0,748;19,51;597,11;71,6;0,347;98,65;1,388888889;870,8333333;0,984600843;2
3547700;22,83;0,689;37,76;589,95;94,29;0,534;98,25;2,136433646;424,5043971;0,347791524;2
3547809;7,59;0,769;4089;1021,51;100;0,543;94,48;0,975691307;454,5208232;4,420155448;4
3547908;25,64;0,604;22,33;520,37;75,32;0,418;96,99;3,013409673;359,3491035;1,808045804;2
3548005;15,27;0,576;151,23;588,32;95,59;0,459;61,04;1,18167097;556,1731367;0,568952689;3
3548054;29,13;0,728;6,44;558,83;86,94;0,413;95,35;0,484730974;685,7731459;0,484730974;1
3548104;39,22;0,62;54,15;565,74;65,33;0,43;95,79;1,544799176;374,8712667;0,858221765;2
3548203;21,51;0,632;51,21;593,67;69,87;0,476;62,76;2,263126132;512,8243814;0,905250453;2
3548302;30,3;0,714;32,93;484,96;93,34;0,417;73,4;0,67294751;408,4791386;0,336473755;2
3548401;16,95;0,719;37,31;490,65;97,58;0,352;99,23;0,642673522;424,1645244;0,214224507;2
3548500;9,02;0,807;1541,85;1364,92;99,93;0,562;95,29;3,718191848;959,7670182;5,696251251;4
3548609;8,2;0,638;43,07;525,47;51,61;0,557;86,28;1,424501425;589,4586895;2,374169041;2
3548708;9,29;0,752;2048,52;944,67;98,39;0,553;90,26;1,013439463;573,5808769;2,744783188;4
